posel,miejsce,k1947_obecny,k1947_klub,k1947_lista,k1952_obecny,k1952_klub,k1952_lista,k1957_obecny,k1957_klub,k1957_lista,k1961_obecny,k1961_klub,k1961_lista,k1965_obecny,k1965_klub,k1965_lista,k1969_obecny,k1969_klub,k1969_lista,k1972_obecny,k1972_klub,k1972_lista,k1976_obecny,k1976_klub,k1976_lista,k1980_obecny,k1980_klub,k1980_lista,k1985_obecny,k1985_klub,k1985_lista,k1989_obecny,k1989_klub,k1989_lista,k1991_obecny,k1991_klub,k1991_lista,k1993_obecny,k1993_klub,k1993_lista,k1997_obecny,k1997_klub,k1997_lista,k2001_obecny,k2001_klub,k2001_lista,k2005_obecny,k2005_klub,k2005_lista,k2007_obecny,k2007_klub,k2007_lista,k2011_obecny,k2011_klub,k2011_lista,k2015_obecny,k2015_klub,k2015_lista,k2019_obecny,k2019_klub,k2019_lista,last_column
Jan Wołek,"29-01-1928, Królówka",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jan Zaborowski,"10-01-1959, Olsztyn",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Nowa Demokracja - Koło Poselskie,Unia Pracy,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jan Zaciura,01-01-1934,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jarosław Kalinowski,"12-04-1962, Wyszków",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskiego Stronnictwa Ludowego,True,Klub Poselski Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,AAAA
Jarosław Kurzawa,"26-06-1956, Świdnica",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Eysymontt,"26-06-1937, Łuck",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Poseł niezrzeszony,Bezpartyjny Blok Wspierania Reform BBWR,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Gwiżdż,"10-08-1954, Nowy Sącz",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach,Bezpartyjny Blok Wspierania Reform BBWR,True,Klub Parlamentarny Akcji Wyborczej Solidarność,Akcja Wyborcza Solidarność,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Kado,"07-04-1941, Margonin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Koralewski,"16-12-1939, Ostrów Wielkopolski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Kossakowski,"05-08-1952, Chszczonki",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Osiatyński,"02-11-1941, Ryga",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Panek,"14-12-1946, Olesno",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Passendorfer,"08-04-1923, Wilno",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Pistelok,"20-10-1953, Żory",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Szteliga,"09-05-1953, Zebrzydowice-Kalwaria Zebrzyd.",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Wenderlich,"22-04-1954, Toruń",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Poselski Sojusz Lewicy Demokratycznej,Lewica i Demokraci,True,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,False,,,AAAA
Jerzy Wierchowicz,"04-08-1951, Gorzów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Wuttke,29-08-1945,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach,Bezpartyjny Blok Wspierania Reform BBWR,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jerzy Zakrzewski,"06-01-1945, Dąbrowa woj.ciechanowskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Joachim Czernek,"19-10-1948, Walce",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Parlamentarne Koło Mniejszości Niemieckiej,Towarzystwo Społeczno-Kulturalne Mniejszości Niemieckiej (Śląsk Opolski),False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Joanna Szafruga-Sypniewska,"22-06-1959, Tarnowskie Góry",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Jolanta Banach,"11-11-1958, Lębork",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Socjaldemokracji Polskiej,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Grabek,"14-02-1947, Jeziernia",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Gruszka,"16-03-1947, Kwiatków",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Kaleta,"28-02-1925, Kasina Wielka",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Kalisz,"05-07-1947, Baczków",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Michalik,"24-03-1954, Lubaczów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Mioduszewski,"19-03-1937, Miodusy Stok",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Nowicki,"14-08-1944, Gorzów Wielkopolski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Józef Zegar,"30-10-1940, Szynwałd",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Karol Działoszyński,"13-07-1956, Poznań",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,True,Klub Parlamentarny Unii Wolności ,Unia Wolności,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Katarzyna Maria Piekarska,"23-09-1967, Warszawa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Posłanka niezrzeszona,Unia Demokratyczna,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,True,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Koalicja Obywatelska,AAAA
Kazimierz Adamski,"07-02-1937, Stanisławice woj. radomskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Dejmek,"17-05-1924, Kowel",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Iwaniec,"26-03-1936, Rożdżałów, woj. chełmskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,"Sojusz Lewicy Demokratycznej Klub Parlamentarny
",Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Milner,"13-05-1942, Dąbrowa Górnicza",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Poseł niezrzeszony,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Modzelewski,"07-11-1934, Ląd",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Musielak,"04-12-1935, Pawłowice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Nycz,"07-10-1949, Hermanowice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Pańtak,"05-01-1949, Szczecin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Unia Pracy,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Kazimierz Sas,"04-09-1947, Maniowy",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Klemens Ścierski,"08-11-1939, Lędziny Górki",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Konrad Napierała,"01-07-1957, Poznań",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Unia Pracy Klub Parlamentarny,Unia Pracy,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krystyna Ozga,"20-06-1944, Częstochowa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskiego Stronnictwa Ludowego,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,AAAA
Krystyna Sienkiewicz,"08-12-1941, Iwanowo",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Unia Pracy Klub Parlamentarny,Unia Pracy,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Baszczyński,"03-02-1953, Łódź",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Brzeziński,"21-09-1952, Gdańsk",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Budnik,"28-08-1960, Wrocław",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Dołowy,"15-12-1949, Warszawa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Janik,"11-06-1950, Kielce",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Laga,"20-07-1962, Dąbrowa Górnicza",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Luks,"23-02-1946, Elbląg",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Szymański,"22-10-1954, Gdynia",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Trawicki,"24-05-1955, Kąty Wrocławskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Wiecheć,"16-05-1950, Ostrowiec Świętokrzyski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Unia Pracy Klub Parlamentarny,Unia Pracy,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Krzysztof Wolfram,"29-05-1946, Warszawa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Lech Szymańczyk,"15-05-1949, Wola Młocka",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,True,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,Samoobrona Rzeczpospolitej Polskiej,False,,,False,,,False,,,False,,,AAAA
Leon Grela,"01-03-1944, Pszów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Lesław Podkański,"11-02-1956, Tarnawa Mała woj. zamojskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Leszek Chwat,"24-09-1957, Szczecin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Koło Konserwatywno-Ludowe,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Leszek Kiełczewski,"02-01-1942, Gromadzyn Wykno",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Leszek Smykowski,"20-09-1958, Szczecin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Leszek Zieliński,"28-03-1956, Kraków",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,False,,,True,Koło Poselskie Stronnictwa Gospodarczego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,AAAA
Lidia Błądek,"05-05-1956, Jeżowe",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Lubomir Gliniecki,"20-03-1957, Barciany",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Lucyna Pietrzyk,"25-12-1956, Radom",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Ludwik Turko,"17-02-1944, Akmolińsk - Kazachstan",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Małgorzata Ostrowska,"31-07-1958, Malbork",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej - Unia Pracy,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,AAAA
Małgorzata Winiarczyk-Kossakowska,"06-06-1961, Staszów woj. tarnobrzeskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Marcin Zawiła,"06-05-1958, Jelenia Góra",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,True,Klub Parlamentarny Unii Wolności ,Unia Wolności,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Marek Dyduch,"27-08-1957, Świdnica",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,True,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)",Sojusz Lewicy Demokratycznej,AAAA
Marek Lewandowski,"29-09-1948, Ciechocinek",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Marek Mazurkiewicz,"20-06-1931, Wilno",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
Marek Olewiński,"23-11-1947, Złotów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,True,Klub Parlamentarny Socjaldemokracji Polskiej,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Marek Pol,"08-12-1953, Słupsk",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Unia Pracy Klub Parlamentarny,Unia Pracy,False,,,True,Koło Parlamentarne Unii Pracy,Sojusz Lewicy Demokratycznej - Unia Pracy,False,,,False,,,False,,,False,,,False,,,AAAA
Marek Rojszyk,"05-09-1966, Suchowola",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,False,,,False,,,False,,,AAAA
